NOME_PRODUTO,QUANTIDADE,COD_CLIENTE,COD_PRODUTO
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",2.0,296,89
SUPORTE UNIV. BEDIN BU-25                    ,2.0,297,2
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,2.0,298,1
CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     ,2.0,299,44
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,2.0,300,21
"TELEVISOR SMART 49"" 49SK6200 HD LED 4K SEMP T",2.0,301,106
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,302,6
"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL",2.0,302,37
PEN DRIVE MC163 2X1 LEITOR USB SD 32GB       ,2.0,303,107
SUPORTE UNIV. BEDIN BU-25                    ,2.0,304,2
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,305,6
SMARTPHONE SAMSUNG GAL A30 A305 64GB PRETO   ,2.0,306,54
CAIXA DE SOM AMPLIF.TROLLEY 8 POL SP329      ,2.0,307,27
TABLET NB706 MINI MS50L PRETO/GRAFIT         ,2.0,308,43
PEN DRIVE 16GB PD588 TWIST PRETO             ,2.0,309,77
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,310,6
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,311,6
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,2.0,312,40
SUPORTE UNIV. BEDIN BU-25                    ,2.0,313,2
PEN DRIVE MC162 2X1 LEITOR USB SD 16GB       ,2.0,314,38
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,2.0,315,25
PEN DRIVE 8GB PD587 TWIST PRETO              ,2.0,316,33
SMARTPHONE LG K40S LMX430 BMW AZUL           ,2.0,317,108
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,2.0,318,31
SUPORTE UNIV. BEDIN BU-25                    ,2.0,319,2
RECEPTOR MIDIA BOX HDTV B3                   ,2.0,320,4
RECEPTOR MIDIA BOX HDTV B3                   ,2.0,321,4
SUPORTE UNIV. BEDIN BU-25                    ,2.0,322,2
PEN DRIVE 32GB PD589 TWIST PRETO             ,2.0,323,75
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",2.0,324,79
SUPORTE UNIV. BEDIN BU-25                    ,2.0,325,2
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,2.0,326,30
RECEPTOR MIDIA BOX HDTV B3                   ,2.0,10,4
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,327,6
SUPORTE UNIV. BEDIN BU-25                    ,2.0,328,2
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,2.0,329,21
TABLET NB184 M7S QUAD CORE PRETO             ,2.0,330,35
TABLET NB730 MINI MS50G PRATA/PRETO          ,2.0,331,10
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,69,6
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,69,6
SUPORTE UNIV. BEDIN BU-25                    ,2.0,332,2
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,333,6
SUPORTE UNIV. BEDIN BU-25                    ,2.0,334,2
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,2.0,335,25
RECEPTOR MIDIA BOX HDTV B3                   ,2.0,336,4
RADIO RECEPTOR 2 FXS RM PF25 PT              ,2.0,337,34
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,338,6
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,339,6
SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   ,2.0,340,91
PEN DRIVE SONY R 16GB USMRGR                 ,2.0,341,9
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,2.0,342,1
PEN DRIVE 8GB PD587 TWIST PRETO              ,2.0,343,33
"TELEVISOR SMART 50"" 50P65US ULTRA HD 4K      ",2.0,344,109
RADIO RECEPTOR 2 FXS RM PF25 PT              ,2.0,345,34
PEN DRIVE 8GB PD587 TWIST PRETO              ,2.0,345,33
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",2.0,346,89
CELULAR RIU FLIP 2.4 DB DOURADO              ,2.0,347,59
PEN DRIVE 8GB PD587 TWIST PRETO              ,2.0,348,33
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,349,6
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",2.0,350,50
SUPORTE UNIV. BEDIN BU-25                    ,2.0,350,2
SUPORTE UNIV. BEDIN BU-25                    ,2.0,351,2
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,352,6
SUPORTE UNIV. BEDIN BU-25                    ,2.0,353,2
DVD D-14 GAME STAR II MONDIAL                ,2.0,354,110
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",2.0,355,72
CAIXA DE SOM SK-05 VIBE PLUS SPEAKER BIVOLT  ,2.0,356,111
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,357,6
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,2.0,358,1
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,22,6
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,22,6
RECEPTOR MIDIA BOX HDTV B3                   ,2.0,22,4
CELULAR BLU JENNY 2.8 T276 DB PRETO-VERMEL   ,2.0,359,112
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,2.0,360,25
RECEPTOR MIDIA BOX HDTV B3                   ,2.0,4,4
PEN DRIVE 8GB PD587 TWIST PRETO              ,2.0,361,33
RADIO RECEPTOR 2 FXS RM PF25 PT              ,2.0,362,34
SUPORTE UNIV. BEDIN BU-25                    ,2.0,363,2
SMARTPHONE LG K8 PLUS PLATINUM               ,2.0,364,113
RADIO PORTATIL TR04B C/CD/BLUETOOTH SEMP     ,2.0,365,114
PEN DRIVE 16GB PD588 TWIST PRETO             ,2.0,366,77
CELULAR INFINITY W201 PRETO                  ,2.0,367,57
RADIO RECEPTOR 2 FXS RM PF25 PT              ,2.0,368,34
PEN DRIVE 8GB PD587 TWIST PRETO              ,2.0,369,33
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,369,6
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,369,6
PEN DRIVE MC161 2X1 LEITOR USB SD 8G         ,2.0,369,56
"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL",2.0,370,90
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,2.0,371,21
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,2.0,372,6
ANTENA 1 50 MT MULTIPONTO CENTURY            ,2.0,373,14
RECEPTOR MIDIA BOX HDTV B3                   ,2.0,374,4
CELULAR SEMP GO 1E 2G COM BASE PRETO         ,2.0,375,115
SUPORTE UNIV. BEDIN BU-25                    ,16.0,39,2
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,10.0,376,6
RECEPTOR MIDIA BOX HDTV B3                   ,10.0,5,4
SUPORTE UNIV. BEDIN BU-25                    ,10.0,6,2
SUPORTE UNIV. BEDIN BU-25                    ,10.0,12,2
SUPORTE UNIV. BEDIN BU-25                    ,10.0,39,2
SUPORTE UNIV. BEDIN BU-25                    ,10.0,377,2
RECEPTOR MIDIA BOX HDTV B3                   ,10.0,17,4
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,10.0,3,6
SUPORTE UNIV. BEDIN BU-25                    ,10.0,51,2
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,10.0,378,31
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,10.0,378,1
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    ,1.0,379,73
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,380,79
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,381,79
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    ,1.0,382,73
SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB VERM   ,1.0,383,116
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,384,25
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,385,94
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,386,89
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,387,4
"TELEVISOR SMART 55"" 55P8M 4K UHD BLT SEMP TCL",1.0,387,117
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    ,1.0,388,118
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,389,31
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,390,79
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,391,79
SMARTPHONE SAMSUNG GAL A10S 32GB PRETO       ,1.0,392,119
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,393,6
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,393,79
SMARTPHONE LG K12 MAX PRETO                  ,1.0,394,66
SMARTPHONE SAMSUNG GAL A10S 32GB PRETO       ,1.0,395,119
SUPORTE UNIV. BEDIN BU-25                    ,1.0,396,2
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,397,1
SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        ,1.0,398,96
SMARTPHONE SAMSUNG GAL A10S 32GB PRETO       ,1.0,399,119
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,73,32
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,400,31
SMARTPHONE LG K40S LMX430 BMW PRETO          ,1.0,401,60
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,402,25
SMARTPHONE LG K12 MAX AZUL                   ,1.0,403,84
SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        ,1.0,404,96
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,405,94
BOOMBOX BX-19 BIVOLT UP DYNAMIC              ,1.0,406,61
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,406,25
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,406,21
SMARTPHONE LG K40S LMX430 BMW PRETO          ,1.0,406,60
SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       ,1.0,407,120
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,408,6
"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL",1.0,408,37
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,409,79
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,410,50
SMARTPHONE LG K12 MAX PLATINUM               ,1.0,411,121
SMARTPHONE LG K12 PLUS PRETO                 ,1.0,412,122
SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    ,1.0,413,41
REPETIDOR RE051 300MPS WPS MULTILASER        ,1.0,414,24
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,414,79
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,415,89
"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL",1.0,416,90
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,417,6
"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL",1.0,417,90
SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN,1.0,418,88
SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN,1.0,419,88
SUPORTE UNIV. BEDIN BU-25                    ,1.0,420,2
SMARTPHONE LG K40S LMX430 BMW AZUL           ,1.0,421,108
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,422,50
SMARTPHONE LG K12 MAX AZUL                   ,1.0,423,84
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,424,32
SMARTPHONE MOTOROLA MOTO E6 PLAY 32GB CINZA  ,1.0,425,46
SMARTPHONE LG K40S LMX430 BMW AZUL           ,1.0,426,108
SMARTPHONE MOTOROLA MOTO E6 PLAY 32GB CINZA  ,1.0,426,46
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,427,31
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,427,94
SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    ,1.0,428,41
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,429,79
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,430,79
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,431,25
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,432,89
TABLET NB732 MINI MS50X PRETO                ,1.0,433,22
SMARTPHONE MOTOROLA MOTO ONE MACRO 64GB VIOL ,1.0,434,123
SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    ,1.0,435,74
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,436,32
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,437,32
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,438,79
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,439,32
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,440,1
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,440,94
SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB PT ONIX,1.0,441,124
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,442,6
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,442,94
SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB PT ONIX,1.0,443,124
SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      ,1.0,444,125
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,445,79
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,446,32
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,447,21
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,448,25
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,449,6
"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL",1.0,449,90
SMARTPHONE LG K8 PLUS AZUL                   ,1.0,450,126
SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    ,1.0,451,74
SMARTPHONE LG K8 PLUS PRETO                  ,1.0,452,127
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,453,21
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,454,79
SMARTPHONE LG K50S 32GB PRETO                ,1.0,455,128
SMARTPHONE LG K50S 32GB PRETO                ,1.0,456,128
SMARTPHONE LG K50S 32GB AZUL                 ,1.0,456,129
CELULAR RIU-I R200 DB PRETO-VERMELHO         ,1.0,457,64
SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       ,1.0,458,120
SMARTPHONE SAMSUNG GAL A51 128GB BRANCO      ,1.0,459,130
BOOMBOX RBM PFS 11AC MOTOBRAS                ,1.0,460,131
BOOMBOX BX-19 BIVOLT UP DYNAMIC              ,1.0,460,61
SMARTPHONE LG K40S LMX430 BMW AZUL           ,1.0,461,108
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,462,79
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,463,79
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,464,25
SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      ,1.0,465,125
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,466,89
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,467,89
"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL",1.0,468,90
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,469,6
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,469,79
SMARTPHONE MOTOROLA MOTO G8 PLUS 64GB CEREJA ,1.0,470,132
RADIO RECEPTOR 7 FXS RM PFT73AC              ,1.0,471,133
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,472,21
TABLET NB316 M7S 16GB QUAD CORE PRETO        ,1.0,472,134
SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       ,1.0,473,120
SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    ,1.0,474,41
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,475,89
SMARTPHONE SAMSUNG GAL J4 CORE 16GB AZUL     ,1.0,476,135
SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB PT ONIX,1.0,476,124
CELULAR SEMP GO 1E 2G COM BASE PRETO         ,1.0,477,115
SMARTPHONE MOTOROLA MOTO G8 PLUS 64GB CEREJA ,1.0,478,132
"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL",1.0,479,90
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,480,32
SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      ,1.0,481,125
SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    ,1.0,482,41
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,483,31
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,483,89
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,484,31
CELULAR SEMP GO 1E 2G COM BASE PRETO         ,1.0,485,115
SMARTPHONE SAMSUNG GAL J4 CORE 16GB AZUL     ,1.0,486,135
CELULAR BLU TANK II T193 DB PRETO AZUL       ,1.0,487,136
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,488,6
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,489,6
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    ,1.0,490,118
SMARTPHONE SAMSUNG GAL A51 128GB BRANCO      ,1.0,491,130
SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        ,1.0,492,96
"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG",1.0,493,42
TABLET NB184 M7S QUAD CORE PRETO             ,1.0,494,35
SMARTPHONE RIU EKO 4.0 DOURADO               ,1.0,495,137
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,496,89
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,497,21
SMARTPHONE SAMSUNG GAL A20S 32GB PRETO       ,1.0,498,95
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,499,25
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,500,79
TABLET NB316 M7S 16GB QUAD CORE PRETO        ,1.0,500,134
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,501,50
SUPORTE UNIV. BEDIN BU-25                    ,1.0,502,2
MINI SYSTEM ALL-IN-ONE AL250A 250W SEMP      ,1.0,503,138
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,504,6
SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN,1.0,505,88
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    ,1.0,506,73
BOX LINE OCM 4115 PT ONEAL                   ,1.0,507,139
TABLET NB304 M7 3G PLUS QUAD CORE PRETO      ,1.0,508,28
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,509,45
"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL",1.0,510,90
"TELEVISOR SMART 49"" UN49J5290 SAMSUNG        ",1.0,511,140
SMARTPHONE SAMSUNG GAL A30S 64GB VIOLETA     ,1.0,512,141
ROTEADOR RE057 150MBPS 1 ANT.4PTS.LAN        ,1.0,513,142
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,514,6
"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG",1.0,514,42
TABLET NB732 MINI MS50X PRETO                ,1.0,515,22
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,516,4
BOX LINE OCM 4115 PT ONEAL                   ,1.0,517,139
TABLET NB304 M7 3G PLUS QUAD CORE PRETO      ,1.0,518,28
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,519,143
SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN,1.0,520,88
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,521,72
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,522,1
"TELEVISOR SMART 49"" 4K KDL-49X705E SONY      ",1.0,523,144
SMARTPHONE SAMSUNG GAL J6 32GB PRATA         ,1.0,524,145
CELULAR BLU TANK II T193 DB PRETO VERMELHO   ,1.0,525,146
CELULAR BLU TANK II T193 DB PRETO AZUL       ,1.0,525,136
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,526,143
CELULAR BLU JENNY 2.8 T276 DB PRETO-VERMEL   ,1.0,527,112
SMARTPHONE LG K40S LMX430 BMW PRETO          ,1.0,528,60
DVD D-15 KARAOKE MONDIAL                     ,1.0,529,13
SMARTPHONE SAMSUNG GAL J6 32GB PRATA         ,1.0,530,145
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,531,31
SUPORTE UNIV. BEDIN BU-25                    ,1.0,532,2
"TELEVISOR SMART 48"" KDL-48W655D SONY         ",1.0,533,147
ANTENA 1 50 MT MULTIPONTO CENTURY            ,1.0,534,14
SMARTPHONE LG K40S LMX430 BMW AZUL           ,1.0,535,108
SMARTPHONE LG K40S LMX430 BMW PRETO          ,1.0,536,60
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,537,6
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,537,45
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,538,6
AUTO RADIO AR-06 PRETO                       ,1.0,539,17
SMARTPHONE SAMSUNG GAL J6 32GB PRATA         ,1.0,540,145
"TELEVISOR SMART 49"" UN49J5290 SAMSUNG        ",1.0,541,140
SMARTPHONE SAMSUNG GAL J6 32GB PRATA         ,1.0,542,145
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    ,1.0,543,118
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,544,25
TABLET NB317 M7S 16GB QUAD CORE BRANCO       ,1.0,545,148
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,546,12
SUPORTE UNIV. BEDIN BU-25                    ,1.0,546,2
CELULAR RIU-I R200 DB PRETO-VERMELHO         ,1.0,547,64
"TELEVISOR SMART 43"" PTV43E60SN LED PHILCO    ",1.0,548,149
CELULAR RIU-I R200 DB PRETO-AZUL             ,1.0,549,150
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,549,89
CELULAR BLU TANK II T193 DB PRETO AZUL       ,1.0,550,136
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,551,21
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,552,1
SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN,1.0,553,88
"TELEVISOR SMART 48"" KDL-48W655D SONY         ",1.0,554,147
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,555,32
SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    ,1.0,556,78
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,557,89
SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN,1.0,558,88
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,559,50
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,560,1
SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN,1.0,561,88
SMARTPHONE MOTOROLA MOTO G8 PLUS 64GB CEREJA ,1.0,562,132
CAIXA AMPLIFICADA CM-07 MONDIAL              ,1.0,563,51
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,564,79
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    ,1.0,565,73
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,566,89
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,567,4
TABLET NB706 MINI MS50L PRETO/GRAFIT         ,1.0,568,43
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,569,143
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,570,6
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,570,12
"TELEVISOR SMART 48"" KDL-48W655D SONY         ",1.0,571,147
SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN,1.0,572,88
SMARTPHONE SAMSUNG GAL J6 32GB PRATA         ,1.0,573,145
SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        ,1.0,574,96
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,575,4
SMARTPHONE LG K8 PLUS AZUL                   ,1.0,576,126
SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    ,1.0,577,74
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,578,12
SMARTPHONE SAMSUNG GAL J6 32GB PRATA         ,1.0,579,145
SMARTPHONE LG K40S LMX430 BMW PRETO          ,1.0,579,60
SMARTPHONE LG K8 PLUS PRETO                  ,1.0,580,127
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,581,6
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,581,12
SMARTPHONE LG K8 PLUS AZUL                   ,1.0,582,126
DVD D-15 KARAOKE MONDIAL                     ,1.0,583,13
CELULAR BLU TANK II T193 DB PRETO VERMELHO   ,1.0,584,146
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,584,1
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,585,6
SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    ,1.0,586,74
ROTEADOR RE057 150MBPS 1 ANT.4PTS.LAN        ,1.0,587,142
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,587,1
CELULAR RIU-I R200 DB PRETO-AZUL             ,1.0,588,150
RADIO CJ65 ABRALLK LG                        ,1.0,589,151
SUPORTE UNIV. BEDIN BU-25                    ,1.0,590,2
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,591,50
BOX LINE OCM 4112 PT ONEAL                   ,1.0,592,152
PEN DRIVE SONY R 8GB USMRGR                  ,1.0,593,8
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,594,72
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    ,1.0,594,118
TABLET NB700 MINI MS55M PRETO                ,1.0,595,153
